id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Age Group
10942,Male,Loyal Customer,39,Business travel,Business,3622,2,5,1,5,5,4,4,2,2,2,2,1,2,3,0,0,neutral or dissatisfied,Adult
128853,Female,Loyal Customer,14,Personal Travel,Eco,2475,4,2,4,3,4,5,5,1,1,2,2,5,4,5,3,21,neutral or dissatisfied,Children
55822,Male,Loyal Customer,50,Business travel,Business,1416,4,4,4,4,5,4,4,3,3,3,3,5,3,3,5,28,satisfied,Adult
5086,Female,Loyal Customer,63,Business travel,Business,3145,1,1,1,1,1,5,4,4,4,4,4,3,4,3,0,1,satisfied,Senior
52020,Female,disloyal Customer,34,Business travel,Eco,328,4,0,4,1,3,4,3,3,3,1,3,4,1,3,0,0,neutral or dissatisfied,Adult
27228,Male,Loyal Customer,40,Business travel,Business,2681,2,1,5,1,3,3,4,2,2,2,2,1,2,3,0,0,neutral or dissatisfied,Adult
128271,Male,Loyal Customer,52,Business travel,Business,251,1,1,5,1,4,5,5,4,4,4,4,5,4,5,0,0,satisfied,Adult
609,Male,Loyal Customer,50,Business travel,Business,3643,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,12,satisfied,Adult
61058,Male,Loyal Customer,49,Business travel,Business,1546,2,2,2,2,2,4,4,4,4,4,4,3,4,4,18,1,satisfied,Adult
105990,Male,Loyal Customer,47,Personal Travel,Eco,912,0,4,0,4,1,0,1,1,3,5,5,4,5,1,15,33,satisfied,Adult
29301,Female,disloyal Customer,24,Business travel,Eco,473,2,0,2,3,3,2,3,3,5,4,4,4,2,3,0,0,neutral or dissatisfied,Young Adult
62176,Female,Loyal Customer,57,Business travel,Business,2454,1,3,3,3,2,3,4,1,1,1,1,1,1,4,11,0,neutral or dissatisfied,Senior
82786,Male,disloyal Customer,42,Business travel,Business,231,2,2,2,3,3,2,4,3,3,3,3,1,3,3,31,41,neutral or dissatisfied,Adult
50121,Female,Loyal Customer,33,Business travel,Eco,326,2,4,4,4,2,2,2,2,2,2,3,2,4,2,65,55,neutral or dissatisfied,Adult
122744,Female,Loyal Customer,38,Business travel,Business,651,2,1,1,1,1,4,3,2,2,2,2,1,2,2,0,0,neutral or dissatisfied,Adult
44215,Male,Loyal Customer,48,Business travel,Business,118,3,3,3,3,1,4,1,5,5,5,4,2,5,4,0,2,satisfied,Adult
118108,Female,Loyal Customer,63,Personal Travel,Eco,1999,1,4,1,2,5,4,4,2,2,1,2,5,2,5,66,49,neutral or dissatisfied,Senior
121987,Female,disloyal Customer,40,Business travel,Business,130,3,3,3,2,2,3,2,2,3,4,4,3,4,2,0,0,neutral or dissatisfied,Adult
56785,Female,Loyal Customer,48,Personal Travel,Eco Plus,1085,5,3,5,2,3,4,4,1,1,5,1,5,1,2,0,0,satisfied,Adult
80702,Female,Loyal Customer,17,Personal Travel,Eco,748,4,4,4,2,5,4,5,5,5,2,4,4,5,5,0,0,neutral or dissatisfied,Children
75740,Female,Loyal Customer,54,Business travel,Eco,868,1,3,3,3,1,3,4,1,1,1,1,4,1,4,28,42,neutral or dissatisfied,Adult
70043,Female,Loyal Customer,49,Personal Travel,Eco,583,3,5,3,3,2,5,5,4,4,3,4,4,4,4,0,0,neutral or dissatisfied,Adult
42419,Female,Loyal Customer,54,Personal Travel,Eco Plus,748,2,2,2,3,4,3,2,1,1,2,1,4,1,4,0,6,neutral or dissatisfied,Adult
121515,Male,Loyal Customer,47,Business travel,Business,3240,2,2,2,2,2,4,4,2,2,2,2,5,2,3,0,7,satisfied,Adult
81578,Male,Loyal Customer,61,Personal Travel,Eco,1039,1,4,1,3,2,1,2,2,4,4,4,4,5,2,0,0,neutral or dissatisfied,Senior
103973,Male,Loyal Customer,37,Business travel,Eco Plus,370,4,3,1,3,4,4,4,4,2,2,2,5,5,4,0,0,satisfied,Adult
100651,Female,Loyal Customer,62,Personal Travel,Eco Plus,349,2,4,2,4,1,3,4,2,2,2,2,1,2,4,0,0,neutral or dissatisfied,Senior
101023,Male,Loyal Customer,45,Personal Travel,Eco,867,3,2,3,4,3,3,3,3,3,5,3,2,3,3,40,41,neutral or dissatisfied,Adult
101702,Female,Loyal Customer,51,Business travel,Business,1624,4,4,1,4,2,3,4,5,5,4,5,3,5,3,3,0,satisfied,Adult
103499,Male,Loyal Customer,21,Business travel,Business,1047,3,3,3,3,4,5,4,4,4,2,4,3,4,4,2,6,satisfied,Young Adult
31591,Male,Loyal Customer,45,Business travel,Business,602,2,3,2,2,2,3,2,2,2,2,2,2,2,2,1,0,neutral or dissatisfied,Adult
96835,Male,Loyal Customer,36,Business travel,Business,3517,1,2,1,2,1,4,3,1,1,1,1,1,1,2,0,0,neutral or dissatisfied,Adult
16479,Female,Loyal Customer,34,Personal Travel,Eco Plus,529,2,4,2,2,2,3,3,3,5,4,5,3,5,3,108,137,neutral or dissatisfied,Adult
39892,Female,Loyal Customer,40,Personal Travel,Eco,221,3,0,3,5,1,3,1,1,5,3,4,3,4,1,14,15,neutral or dissatisfied,Adult
121305,Male,Loyal Customer,43,Business travel,Business,3061,4,4,4,4,5,5,4,3,3,2,3,5,3,4,0,0,satisfied,Adult
53354,Male,Loyal Customer,20,Business travel,Business,1452,3,5,5,5,3,3,3,3,3,4,2,3,2,3,12,26,neutral or dissatisfied,Young Adult
93645,Male,Loyal Customer,45,Business travel,Business,3750,5,3,5,5,3,5,5,4,4,4,4,4,4,3,0,0,satisfied,Adult
98330,Female,Loyal Customer,56,Business travel,Business,1237,3,3,5,3,5,4,4,4,4,4,4,5,4,4,19,17,satisfied,Senior
17338,Male,Loyal Customer,49,Business travel,Business,1707,5,5,5,5,2,3,4,4,4,4,4,2,4,5,5,0,satisfied,Adult
91007,Male,Loyal Customer,62,Personal Travel,Eco,444,2,4,2,3,1,2,1,1,3,3,5,5,5,1,0,1,neutral or dissatisfied,Senior
118562,Male,Loyal Customer,33,Business travel,Business,3596,1,1,1,1,3,3,3,3,5,3,5,4,4,3,0,0,satisfied,Adult
72985,Male,disloyal Customer,24,Business travel,Eco,944,1,1,1,4,4,1,4,4,1,3,4,3,4,4,0,0,neutral or dissatisfied,Young Adult
29888,Male,Loyal Customer,39,Business travel,Business,1759,3,3,3,3,1,3,2,5,5,5,3,4,5,3,0,0,satisfied,Adult
72850,Male,Loyal Customer,67,Personal Travel,Eco,1168,1,5,0,1,5,0,5,5,3,5,4,4,5,5,64,60,neutral or dissatisfied,Senior
119088,Male,Loyal Customer,46,Business travel,Business,1107,4,4,4,4,4,5,4,5,5,5,5,5,5,5,0,0,satisfied,Adult
68382,Female,Loyal Customer,21,Business travel,Business,1045,1,1,1,1,4,4,4,4,4,3,5,3,4,4,0,0,satisfied,Young Adult
15375,Female,Loyal Customer,56,Business travel,Eco,331,4,3,2,2,4,1,1,4,4,4,4,3,4,5,38,27,satisfied,Senior
43055,Male,Loyal Customer,36,Business travel,Business,192,5,5,5,5,4,1,3,5,5,5,3,2,5,5,0,0,satisfied,Adult
104886,Female,Loyal Customer,70,Personal Travel,Eco,327,1,0,1,2,5,5,5,3,3,1,3,4,3,4,21,12,neutral or dissatisfied,Senior
46537,Male,Loyal Customer,62,Business travel,Eco,251,1,2,4,2,1,1,1,1,1,4,3,3,4,1,0,0,neutral or dissatisfied,Senior
72539,Male,Loyal Customer,50,Business travel,Business,1017,3,3,3,3,2,4,4,3,3,3,3,3,3,5,0,0,satisfied,Adult
49045,Male,Loyal Customer,64,Business travel,Eco,86,3,4,4,4,4,3,4,4,4,5,5,2,3,4,0,0,satisfied,Senior
71677,Female,Loyal Customer,40,Personal Travel,Eco,1197,4,2,4,3,4,4,4,4,1,1,2,3,4,4,0,1,neutral or dissatisfied,Adult
74707,Female,Loyal Customer,69,Personal Travel,Eco,1171,1,3,1,2,1,4,1,1,1,1,1,3,1,1,42,34,neutral or dissatisfied,Senior
35118,Male,Loyal Customer,30,Business travel,Eco,972,3,5,5,5,3,4,3,3,4,1,3,4,2,3,0,0,satisfied,Adult
33545,Male,Loyal Customer,29,Personal Travel,Business,399,2,4,2,5,2,2,2,2,4,5,4,3,4,2,39,48,neutral or dissatisfied,Adult
65037,Female,Loyal Customer,58,Personal Travel,Eco,190,3,5,3,4,5,4,4,4,4,3,5,5,4,3,0,1,neutral or dissatisfied,Senior
80581,Male,Loyal Customer,64,Personal Travel,Eco,1747,5,4,5,1,1,5,1,1,5,2,5,5,4,1,0,0,satisfied,Senior
89728,Male,Loyal Customer,43,Personal Travel,Eco,950,1,3,1,4,4,1,4,4,5,2,4,5,1,4,0,0,neutral or dissatisfied,Adult
37210,Female,Loyal Customer,64,Personal Travel,Eco,680,5,5,5,1,4,4,4,1,1,5,1,4,1,5,44,48,satisfied,Senior
18617,Male,disloyal Customer,39,Personal Travel,Eco,192,1,5,1,3,2,1,3,2,3,4,4,4,5,2,0,0,neutral or dissatisfied,Adult
27795,Female,Loyal Customer,51,Business travel,Eco,1448,4,2,2,2,1,5,3,4,4,4,4,3,4,3,0,0,satisfied,Adult
106302,Male,Loyal Customer,50,Business travel,Business,998,5,5,5,5,5,5,5,4,4,4,4,5,4,4,9,5,satisfied,Adult
17035,Female,Loyal Customer,33,Personal Travel,Eco Plus,781,3,3,3,4,3,3,3,3,5,1,1,1,5,3,0,0,neutral or dissatisfied,Adult
80594,Female,Loyal Customer,61,Business travel,Business,1747,2,2,4,2,3,4,5,2,2,2,2,4,2,4,0,0,satisfied,Senior
55566,Male,Loyal Customer,69,Business travel,Business,395,2,2,2,2,2,3,2,2,2,2,2,4,2,3,0,2,satisfied,Senior
122755,Female,Loyal Customer,68,Personal Travel,Eco,651,3,0,3,1,2,5,5,4,4,3,4,5,4,3,21,3,neutral or dissatisfied,Senior
40833,Female,disloyal Customer,26,Business travel,Eco,590,3,1,4,3,2,4,1,2,1,4,3,1,4,2,115,116,neutral or dissatisfied,Adult
91486,Female,Loyal Customer,42,Personal Travel,Eco,859,2,4,2,4,3,4,5,2,2,2,2,4,2,3,0,2,neutral or dissatisfied,Adult
33565,Male,Loyal Customer,36,Business travel,Eco,399,3,3,3,3,3,3,3,3,2,5,3,4,4,3,55,83,neutral or dissatisfied,Adult
115202,Female,Loyal Customer,45,Business travel,Business,371,4,4,4,4,2,4,5,5,5,5,5,4,5,5,10,7,satisfied,Adult
74778,Female,Loyal Customer,45,Business travel,Business,3398,4,4,4,4,4,4,4,5,5,5,5,3,5,5,1,0,satisfied,Adult
29049,Male,Loyal Customer,51,Personal Travel,Eco,605,0,4,0,2,4,4,4,4,4,2,5,5,5,4,0,0,satisfied,Adult
42396,Male,Loyal Customer,30,Business travel,Eco Plus,838,4,5,5,5,4,4,4,4,2,2,4,2,1,4,0,0,satisfied,Adult
121148,Female,Loyal Customer,57,Business travel,Business,2402,5,5,2,5,2,4,4,4,4,4,4,4,4,5,7,0,satisfied,Senior
60566,Female,Loyal Customer,20,Personal Travel,Eco Plus,862,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,0,neutral or dissatisfied,Young Adult
90861,Female,disloyal Customer,44,Business travel,Business,271,3,3,3,3,5,3,5,5,4,5,4,5,5,5,0,0,satisfied,Adult
118298,Female,Loyal Customer,30,Business travel,Business,602,3,3,3,3,5,5,5,5,3,3,4,4,4,5,0,0,satisfied,Adult
67110,Female,Loyal Customer,45,Business travel,Eco,1121,2,3,3,3,2,2,2,2,2,2,2,3,2,3,0,0,neutral or dissatisfied,Adult
53879,Male,Loyal Customer,35,Personal Travel,Eco,140,4,1,0,3,2,0,2,2,1,4,4,2,4,2,0,0,neutral or dissatisfied,Adult
88476,Female,Loyal Customer,52,Business travel,Business,145,3,3,3,3,5,3,4,3,3,3,3,2,3,4,0,3,neutral or dissatisfied,Adult
48192,Male,Loyal Customer,51,Business travel,Eco,259,2,1,2,1,2,2,2,2,5,3,1,5,1,2,0,0,satisfied,Adult
20288,Female,Loyal Customer,67,Personal Travel,Eco,235,3,5,3,5,4,5,5,1,1,3,1,5,1,5,0,0,neutral or dissatisfied,Senior
85802,Male,Loyal Customer,46,Business travel,Eco,266,4,2,2,2,3,4,3,3,1,4,3,2,3,3,0,0,neutral or dissatisfied,Adult
13892,Female,Loyal Customer,26,Business travel,Eco Plus,667,5,1,1,1,5,5,3,5,4,2,4,3,4,5,5,0,satisfied,Adult
78664,Female,Loyal Customer,29,Business travel,Business,2589,3,3,3,3,5,5,5,5,4,2,5,5,5,5,0,0,satisfied,Adult
69131,Male,Loyal Customer,60,Business travel,Business,1598,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,0,satisfied,Senior
25049,Female,Loyal Customer,46,Business travel,Eco,594,3,5,5,5,2,1,2,3,3,3,3,4,3,3,5,0,satisfied,Adult
99521,Male,Loyal Customer,67,Business travel,Eco Plus,307,2,2,2,2,1,2,1,1,3,2,4,1,4,1,0,0,neutral or dissatisfied,Senior
42853,Male,Loyal Customer,33,Personal Travel,Eco,328,4,2,4,3,3,4,3,3,3,2,3,1,3,3,0,0,neutral or dissatisfied,Adult
74163,Male,Loyal Customer,46,Personal Travel,Eco,641,4,4,4,3,1,4,1,1,3,5,5,5,5,1,0,0,satisfied,Adult
4237,Male,Loyal Customer,33,Business travel,Business,1020,3,5,5,5,3,3,3,3,4,2,4,2,4,3,0,0,neutral or dissatisfied,Adult
101710,Female,disloyal Customer,26,Business travel,Eco,1624,2,2,2,4,4,2,4,4,2,5,4,4,4,4,4,6,neutral or dissatisfied,Adult
898,Female,disloyal Customer,40,Business travel,Business,247,2,3,3,4,4,3,4,4,2,1,4,3,4,4,19,15,neutral or dissatisfied,Adult
17690,Female,Loyal Customer,18,Personal Travel,Eco,349,4,4,5,4,5,5,5,5,2,5,4,3,4,5,0,0,neutral or dissatisfied,Young Adult
72913,Male,disloyal Customer,20,Business travel,Eco,1096,2,2,2,1,5,2,5,5,3,3,4,4,4,5,1,0,neutral or dissatisfied,Young Adult
95173,Female,Loyal Customer,61,Personal Travel,Eco,441,3,5,3,2,4,1,3,4,4,3,4,4,4,4,0,2,neutral or dissatisfied,Senior
51751,Female,Loyal Customer,64,Personal Travel,Eco,651,1,1,1,4,4,4,4,1,1,1,1,4,1,1,0,0,neutral or dissatisfied,Senior
90066,Female,disloyal Customer,25,Business travel,Business,983,3,0,3,2,4,3,4,4,3,4,4,5,5,4,0,0,neutral or dissatisfied,Adult
25486,Male,Loyal Customer,56,Business travel,Eco,547,4,3,4,4,4,4,4,4,4,3,3,4,1,4,67,53,satisfied,Senior
83215,Female,disloyal Customer,26,Business travel,Business,1979,2,2,2,3,2,2,2,2,3,3,4,4,5,2,59,44,neutral or dissatisfied,Adult
46593,Male,Loyal Customer,30,Business travel,Business,125,1,5,5,5,3,3,1,3,3,2,3,4,3,3,0,0,neutral or dissatisfied,Adult
106690,Female,Loyal Customer,33,Business travel,Business,516,3,3,3,3,5,4,5,5,5,5,5,5,5,3,39,24,satisfied,Adult
69239,Male,Loyal Customer,28,Business travel,Business,2538,3,2,2,2,3,3,3,2,5,4,4,3,3,3,219,213,neutral or dissatisfied,Adult
24133,Male,Loyal Customer,16,Personal Travel,Eco,510,4,4,4,2,3,4,3,3,3,3,5,5,5,3,55,40,neutral or dissatisfied,Children
122639,Female,disloyal Customer,25,Business travel,Eco Plus,728,2,2,2,3,1,2,1,1,3,4,4,2,4,1,0,0,neutral or dissatisfied,Adult
84480,Female,Loyal Customer,41,Business travel,Business,2677,1,1,1,1,5,3,5,5,5,5,5,4,5,4,0,0,satisfied,Adult
87146,Female,Loyal Customer,60,Personal Travel,Eco Plus,640,3,1,3,2,1,2,2,2,2,3,2,3,2,2,2,0,neutral or dissatisfied,Senior
119332,Female,Loyal Customer,47,Personal Travel,Eco,214,2,4,2,1,4,1,4,3,3,2,3,5,3,2,0,13,neutral or dissatisfied,Adult
129455,Female,Loyal Customer,57,Business travel,Business,1528,1,1,1,1,3,4,5,2,2,2,2,4,2,3,1,1,satisfied,Senior
98569,Female,Loyal Customer,53,Business travel,Business,951,4,4,3,4,5,5,4,4,4,5,4,3,4,3,0,0,satisfied,Adult
31849,Female,disloyal Customer,66,Business travel,Eco,1371,1,1,1,3,4,1,4,4,2,5,4,4,4,4,4,0,neutral or dissatisfied,Senior
50509,Male,Loyal Customer,43,Personal Travel,Eco,238,3,2,3,3,2,3,2,2,2,2,3,2,3,2,0,0,neutral or dissatisfied,Adult
36834,Male,Loyal Customer,57,Business travel,Business,2640,3,1,4,4,3,3,3,3,3,3,3,4,3,3,0,14,neutral or dissatisfied,Senior
100291,Female,Loyal Customer,44,Business travel,Business,1073,3,3,2,3,2,4,4,4,4,4,4,4,4,4,107,111,satisfied,Adult
15444,Female,Loyal Customer,26,Business travel,Business,2561,2,5,5,5,2,2,2,2,3,5,3,4,4,2,0,0,neutral or dissatisfied,Adult
80888,Male,Loyal Customer,79,Business travel,Eco Plus,484,3,2,3,2,3,3,3,3,1,3,4,4,4,3,0,0,neutral or dissatisfied,Senior
11763,Female,Loyal Customer,31,Business travel,Eco,429,0,0,0,3,2,3,2,2,3,4,4,1,3,2,5,0,satisfied,Adult
109360,Female,disloyal Customer,41,Business travel,Business,1189,5,5,5,4,5,1,1,5,4,4,5,1,5,1,150,149,satisfied,Adult
84818,Female,Loyal Customer,40,Business travel,Business,547,3,3,3,3,4,4,4,4,4,4,4,5,4,4,0,0,satisfied,Adult
104027,Male,Loyal Customer,50,Business travel,Business,1262,4,4,4,4,2,5,5,5,5,4,5,5,5,4,25,52,satisfied,Adult
107475,Female,Loyal Customer,50,Business travel,Business,711,2,2,2,2,5,5,5,4,4,4,4,5,4,4,27,44,satisfied,Adult
112221,Female,Loyal Customer,48,Business travel,Business,1199,4,5,5,5,2,4,4,4,4,4,4,1,4,3,0,0,neutral or dissatisfied,Adult
45301,Female,Loyal Customer,43,Business travel,Business,222,3,3,3,3,1,3,1,5,5,5,5,1,5,5,0,0,satisfied,Adult
37050,Female,Loyal Customer,35,Personal Travel,Eco Plus,1105,5,3,5,3,3,3,3,3,4,4,4,3,3,3,0,0,satisfied,Adult
124630,Male,Loyal Customer,18,Personal Travel,Eco,1671,2,3,2,4,2,2,2,2,2,4,4,3,3,2,0,10,neutral or dissatisfied,Young Adult
55325,Male,Loyal Customer,25,Business travel,Business,3686,3,3,3,3,3,3,3,3,2,2,4,2,3,3,10,52,neutral or dissatisfied,Adult
84699,Female,Loyal Customer,51,Business travel,Business,547,4,4,4,4,2,4,5,4,4,4,4,3,4,5,0,0,satisfied,Adult
116534,Male,Loyal Customer,29,Personal Travel,Eco,417,1,5,2,3,1,2,1,1,4,2,3,5,1,1,0,0,neutral or dissatisfied,Adult
356,Male,Loyal Customer,50,Business travel,Business,102,4,4,4,4,2,5,4,4,4,4,5,4,4,5,23,24,satisfied,Adult
82222,Male,Loyal Customer,60,Business travel,Business,405,2,4,4,4,1,4,3,2,2,2,2,3,2,4,0,13,neutral or dissatisfied,Senior
3279,Male,Loyal Customer,19,Personal Travel,Eco,425,2,0,2,2,5,2,5,5,5,5,5,4,4,5,2,13,neutral or dissatisfied,Young Adult
86510,Male,Loyal Customer,21,Personal Travel,Eco,762,3,2,3,3,4,3,4,4,2,1,4,3,3,4,22,23,neutral or dissatisfied,Young Adult
79627,Male,disloyal Customer,26,Business travel,Eco,760,2,2,2,3,1,2,1,1,3,4,4,4,3,1,15,0,neutral or dissatisfied,Adult
12315,Male,Loyal Customer,53,Business travel,Business,253,2,2,2,2,5,1,1,4,4,4,4,4,4,4,5,4,satisfied,Adult
55299,Male,disloyal Customer,18,Business travel,Eco,1381,4,4,4,4,4,4,4,4,4,4,1,3,1,4,0,2,satisfied,Young Adult
32745,Male,disloyal Customer,41,Business travel,Eco,101,3,5,3,3,3,3,3,3,4,2,4,5,3,3,0,0,neutral or dissatisfied,Adult
49536,Male,Loyal Customer,57,Business travel,Eco,421,5,4,4,4,5,5,5,5,2,2,1,1,5,5,0,0,satisfied,Senior
4609,Female,disloyal Customer,20,Business travel,Eco,719,5,5,5,2,2,5,2,2,4,2,5,4,4,2,4,0,satisfied,Young Adult
34953,Male,Loyal Customer,45,Personal Travel,Eco,187,2,5,0,4,5,0,5,5,3,2,4,3,4,5,0,0,neutral or dissatisfied,Adult
110355,Female,Loyal Customer,57,Business travel,Business,2314,1,1,1,1,3,4,4,5,5,5,5,4,5,5,0,0,satisfied,Senior
111432,Male,disloyal Customer,11,Business travel,Eco,896,1,1,1,4,5,1,5,5,3,3,3,1,3,5,17,15,neutral or dissatisfied,Children
35664,Male,Loyal Customer,57,Business travel,Business,2569,3,3,3,3,4,4,4,1,4,4,3,4,4,4,9,18,satisfied,Senior
129247,Female,Loyal Customer,33,Personal Travel,Eco,1464,1,4,1,4,1,3,3,3,5,3,5,3,4,3,177,152,neutral or dissatisfied,Adult
86641,Male,Loyal Customer,26,Business travel,Business,3581,4,4,4,4,4,5,4,4,3,3,5,5,5,4,0,0,satisfied,Adult
24558,Male,Loyal Customer,28,Business travel,Business,3522,3,2,2,2,3,3,3,3,4,5,3,4,3,3,6,0,neutral or dissatisfied,Adult
21706,Male,Loyal Customer,29,Personal Travel,Eco,746,3,5,3,3,5,3,5,5,1,4,2,2,4,5,0,0,neutral or dissatisfied,Adult
70007,Male,Loyal Customer,33,Personal Travel,Eco,236,1,4,1,1,3,1,3,3,5,3,4,4,5,3,0,11,neutral or dissatisfied,Adult
79719,Female,Loyal Customer,38,Personal Travel,Eco,762,2,5,2,2,3,2,3,3,4,3,4,5,5,3,0,0,neutral or dissatisfied,Adult
38352,Female,Loyal Customer,41,Business travel,Business,1180,2,2,2,2,1,3,1,5,5,5,5,1,5,4,0,0,satisfied,Adult
12036,Male,Loyal Customer,68,Business travel,Eco,351,4,2,2,2,4,4,4,4,1,1,3,2,3,4,0,0,satisfied,Senior
30483,Male,Loyal Customer,51,Business travel,Eco Plus,1201,2,2,2,2,2,2,2,2,1,2,2,5,3,2,0,0,satisfied,Adult
50478,Male,disloyal Customer,37,Business travel,Eco,326,3,2,3,4,2,3,2,2,4,4,4,1,4,2,4,6,neutral or dissatisfied,Adult
107918,Male,disloyal Customer,26,Business travel,Business,611,5,5,5,4,2,5,2,2,4,3,5,4,5,2,23,19,satisfied,Adult
13257,Male,Loyal Customer,48,Business travel,Eco,657,3,5,5,5,3,3,3,3,3,2,4,2,3,3,0,0,neutral or dissatisfied,Adult
29513,Male,Loyal Customer,15,Business travel,Eco Plus,1107,0,3,0,1,4,0,4,4,1,4,5,2,3,4,0,0,satisfied,Children
97397,Female,Loyal Customer,65,Personal Travel,Eco Plus,872,4,0,3,1,4,5,5,2,2,3,5,3,2,4,5,2,neutral or dissatisfied,Senior
83958,Female,Loyal Customer,36,Business travel,Business,321,0,0,0,3,5,4,4,5,5,5,5,4,5,3,0,0,satisfied,Adult
75803,Male,Loyal Customer,48,Business travel,Business,868,1,1,1,1,4,5,5,5,5,5,5,5,5,3,24,8,satisfied,Adult
43560,Female,disloyal Customer,25,Business travel,Eco,637,3,4,3,4,4,3,4,4,1,5,5,1,1,4,1,0,neutral or dissatisfied,Adult
95420,Male,disloyal Customer,20,Business travel,Eco,323,2,0,1,1,5,1,5,5,3,2,4,4,4,5,29,19,neutral or dissatisfied,Young Adult
125567,Male,Loyal Customer,57,Personal Travel,Eco,226,2,4,2,4,3,2,5,3,5,5,5,5,4,3,0,0,neutral or dissatisfied,Senior
61088,Female,Loyal Customer,64,Personal Travel,Eco,1546,3,5,3,2,3,5,4,4,4,3,1,3,4,3,0,0,neutral or dissatisfied,Senior
95933,Female,Loyal Customer,35,Personal Travel,Eco,1411,2,3,2,3,3,2,5,3,2,1,3,1,3,3,43,29,neutral or dissatisfied,Adult
92327,Male,disloyal Customer,23,Business travel,Eco,1075,5,5,5,3,5,5,5,3,2,4,5,5,5,5,0,0,satisfied,Young Adult
67424,Female,disloyal Customer,24,Business travel,Eco,721,1,1,1,3,5,1,5,5,4,3,5,3,4,5,12,2,neutral or dissatisfied,Young Adult
120325,Male,Loyal Customer,53,Personal Travel,Eco,268,3,0,3,4,5,3,5,5,4,2,4,3,5,5,90,89,neutral or dissatisfied,Adult
73086,Male,Loyal Customer,30,Business travel,Business,1085,2,1,1,1,2,2,2,2,1,1,4,1,3,2,0,0,neutral or dissatisfied,Adult
11450,Female,Loyal Customer,34,Business travel,Business,216,2,2,2,2,4,5,5,5,5,5,5,3,5,5,0,0,satisfied,Adult
120181,Male,Loyal Customer,52,Business travel,Business,1927,3,3,3,3,3,4,4,2,2,2,2,4,2,3,75,75,satisfied,Adult
88276,Female,Loyal Customer,33,Business travel,Business,270,2,3,3,3,3,3,4,2,2,1,2,3,2,4,49,38,neutral or dissatisfied,Adult
82352,Male,Loyal Customer,37,Business travel,Business,453,1,5,3,3,5,3,4,1,1,1,1,1,1,4,9,0,neutral or dissatisfied,Adult
88223,Male,Loyal Customer,37,Business travel,Eco,406,4,5,5,5,4,4,4,4,1,2,3,1,3,4,17,37,neutral or dissatisfied,Adult
32325,Male,disloyal Customer,39,Business travel,Eco,101,3,0,3,3,3,3,3,3,5,5,2,5,2,3,10,9,neutral or dissatisfied,Adult
59233,Male,disloyal Customer,27,Business travel,Eco,649,2,3,2,3,5,2,5,5,2,3,2,1,3,5,0,19,neutral or dissatisfied,Adult
71559,Female,Loyal Customer,22,Business travel,Business,1197,5,1,1,1,5,4,5,5,2,5,4,2,3,5,0,0,neutral or dissatisfied,Young Adult
51158,Male,Loyal Customer,48,Personal Travel,Eco,250,4,4,4,3,1,4,1,1,4,2,5,5,5,1,0,23,neutral or dissatisfied,Adult
104539,Male,Loyal Customer,26,Personal Travel,Eco,1256,4,4,4,2,5,4,5,5,5,2,5,3,4,5,2,0,satisfied,Adult
19751,Female,Loyal Customer,42,Business travel,Business,2683,1,1,5,1,2,2,5,4,4,5,4,2,4,2,0,0,satisfied,Adult
28882,Male,Loyal Customer,38,Business travel,Business,3883,5,5,5,5,4,1,4,5,5,5,5,3,5,3,0,0,satisfied,Adult
91928,Female,Loyal Customer,60,Business travel,Business,2586,4,4,4,4,5,4,4,4,4,4,4,3,4,4,0,0,satisfied,Senior
99419,Female,disloyal Customer,20,Business travel,Eco,337,1,3,1,2,4,1,4,4,3,4,1,5,4,4,0,0,neutral or dissatisfied,Young Adult
51991,Female,Loyal Customer,64,Personal Travel,Eco Plus,347,4,3,4,4,3,2,3,3,3,4,3,3,3,5,0,0,neutral or dissatisfied,Senior
86523,Male,Loyal Customer,37,Personal Travel,Eco,762,5,5,5,5,5,5,5,5,5,3,4,3,4,5,0,0,satisfied,Adult
70393,Female,Loyal Customer,22,Business travel,Business,1562,1,3,3,3,1,1,1,1,3,4,3,2,4,1,4,2,neutral or dissatisfied,Young Adult
53563,Male,Loyal Customer,26,Business travel,Business,3819,1,1,1,1,4,4,4,4,1,1,4,3,4,4,0,0,satisfied,Adult
52268,Female,Loyal Customer,51,Business travel,Eco,451,3,2,2,2,4,3,2,3,3,3,3,1,3,3,8,1,neutral or dissatisfied,Adult
127371,Female,disloyal Customer,24,Business travel,Business,1009,0,5,0,1,3,0,4,3,4,2,5,4,5,3,34,32,satisfied,Young Adult
91866,Male,Loyal Customer,45,Business travel,Business,1995,2,2,2,2,3,4,5,4,4,4,4,4,4,3,4,0,satisfied,Adult
82992,Female,Loyal Customer,55,Business travel,Business,1861,4,4,4,4,2,5,5,4,4,4,4,4,4,5,0,3,satisfied,Adult
92783,Male,Loyal Customer,48,Personal Travel,Eco,1671,4,5,4,4,2,4,2,2,1,1,2,3,4,2,0,0,neutral or dissatisfied,Adult
